gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
1,0.243884,0.454882,0.214940,0.158662,0.163265
1,0.253641,0.423689,0.234175,0.189292,0.185936
1,0.259826,0.406812,0.243923,0.206165,0.200027
1,0.265051,0.402109,0.249511,0.214610,0.207079
1,0.267975,0.401791,0.253464,0.219264,0.210680
1,0.269016,0.402143,0.257188,0.222000,0.212491
1,0.285100,0.459917,0.163332,0.187943,0.175503
1,0.287423,0.457734,0.163927,0.188130,0.177592
1,0.295620,0.460152,0.174036,0.197639,0.185765
1,0.298828,0.463748,0.179397,0.202576,0.190209
1,0.300608,0.466141,0.183196,0.205001,0.192416
1,0.302194,0.467916,0.185900,0.206722,0.193656
1,0.303201,0.468865,0.187300,0.207840,0.194450
1,0.304244,0.469712,0.188560,0.208702,0.195114
1,0.304800,0.470545,0.189684,0.209325,0.195596
1,0.305286,0.471112,0.190394,0.209625,0.195783
1,0.305579,0.471809,0.190743,0.209777,0.195937
1,0.305861,0.472403,0.191009,0.210001,0.196135
1,0.306012,0.472764,0.191536,0.210318,0.196298
1,0.306253,0.473180,0.191653,0.210373,0.196308
1,0.306525,0.473512,0.191744,0.210383,0.196310
1,0.306593,0.473783,0.191965,0.210387,0.196300
1,0.306655,0.474078,0.192056,0.210355,0.196267
1,0.306910,0.474333,0.192111,0.210305,0.196216
1,0.307109,0.474487,0.192142,0.210272,0.196172
1,0.307370,0.474633,0.192072,0.210198,0.196055
1,0.307619,0.474685,0.192223,0.210132,0.195983
1,0.307740,0.474815,0.192326,0.210049,0.195893
1,0.307813,0.474912,0.192365,0.209972,0.195824
1,0.307903,0.475009,0.192369,0.209897,0.195685
1,0.307974,0.475091,0.192324,0.209746,0.195570
1,0.308124,0.475165,0.192275,0.209558,0.195396
1,0.308208,0.475225,0.192273,0.209450,0.195318
1,0.308253,0.475293,0.192263,0.209374,0.195308
1,0.308362,0.475383,0.192253,0.209312,0.195312
1,0.308502,0.475493,0.192214,0.209255,0.195347
1,0.308635,0.475606,0.192216,0.209203,0.195350
1,0.308787,0.475714,0.192258,0.209189,0.195371
1,0.308894,0.475782,0.192252,0.209179,0.195391
1,0.308995,0.475861,0.192222,0.209170,0.195405
1,0.309176,0.475991,0.192241,0.209159,0.195414
1,0.309176,0.475991,0.192241,0.209159,0.195414
1,0.309199,0.476068,0.192257,0.209133,0.195414
1,0.309230,0.476105,0.192258,0.209108,0.195423
1,0.309175,0.476128,0.192215,0.208997,0.195359
1,0.309074,0.476134,0.192113,0.208853,0.195256
1,0.309041,0.476168,0.192036,0.208766,0.195203
1,0.308945,0.476165,0.191980,0.208686,0.195143
1,0.308940,0.476176,0.191970,0.208633,0.195092
1,0.308955,0.476198,0.191937,0.208537,0.195019
1,0.308954,0.476204,0.191904,0.208442,0.194956
1,0.308970,0.476225,0.191899,0.208373,0.194925
1,0.308962,0.476264,0.191897,0.208297,0.194891
