gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
9,0.277579,0.500880,0.528811,0.429624,0.445122
9,0.277150,0.501037,0.528076,0.429409,0.444948
9,0.276726,0.501123,0.527841,0.429325,0.444974
9,0.276569,0.501208,0.527659,0.429322,0.444985
9,0.276325,0.501231,0.527506,0.429385,0.444944
9,0.275775,0.501156,0.527362,0.429650,0.445190
9,0.275584,0.501075,0.527297,0.430167,0.445346
9,0.275422,0.501005,0.527200,0.430293,0.445362
9,0.275254,0.500947,0.527171,0.430402,0.445410
9,0.275121,0.500896,0.527180,0.430615,0.445438
9,0.274959,0.500862,0.527183,0.430765,0.445521
9,0.274786,0.500853,0.527196,0.430851,0.445552
9,0.274450,0.500858,0.527214,0.430981,0.445617
9,0.273946,0.500991,0.527278,0.431086,0.445844
9,0.273534,0.501047,0.527283,0.431084,0.445977
9,0.273168,0.501444,0.527419,0.431005,0.446095
9,0.272907,0.501646,0.527535,0.431050,0.446258
9,0.272725,0.501758,0.527635,0.431143,0.446472
9,0.272622,0.501907,0.527744,0.431169,0.446482
9,0.272503,0.502015,0.527771,0.431154,0.446459
9,0.272422,0.502103,0.527802,0.431139,0.446470
9,0.272300,0.502184,0.527863,0.431073,0.446497
9,0.272168,0.502250,0.527906,0.431092,0.446538
9,0.272046,0.502298,0.527946,0.431083,0.446602
9,0.272004,0.502329,0.527975,0.430941,0.446682
9,0.272015,0.502362,0.527999,0.430675,0.446700
9,0.272090,0.502388,0.528015,0.430341,0.446706
9,0.272327,0.502389,0.528004,0.430096,0.446700
9,0.272553,0.502355,0.527930,0.429865,0.446672
9,0.272729,0.502333,0.527859,0.429586,0.446634
9,0.272863,0.502294,0.527815,0.429431,0.446592
9,0.272950,0.502207,0.527711,0.429341,0.446556
9,0.273029,0.502165,0.527650,0.429298,0.446531
9,0.273046,0.502061,0.527564,0.429339,0.446505
9,0.273073,0.501999,0.527464,0.429284,0.446591
9,0.273154,0.501866,0.527365,0.429239,0.446627
9,0.273298,0.501749,0.527376,0.429290,0.446643
