gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
3,0.370294,0.439159,0.115056,0.145935,0.157691
3,0.371955,0.434102,0.112903,0.141679,0.157837
3,0.374999,0.433965,0.111675,0.140271,0.157861
3,0.376843,0.433846,0.111038,0.139350,0.157933
3,0.378220,0.433780,0.110498,0.138620,0.157993
3,0.379104,0.433657,0.110354,0.138160,0.158163
3,0.379678,0.433580,0.110213,0.137802,0.158329
3,0.380116,0.433595,0.110100,0.137560,0.158487
3,0.380616,0.433643,0.110012,0.137362,0.158612
3,0.381180,0.433706,0.109898,0.137228,0.158738
3,0.381681,0.433642,0.109900,0.137161,0.158884
3,0.382190,0.433680,0.109911,0.137067,0.159000
3,0.382452,0.433689,0.109911,0.137039,0.159112
3,0.382819,0.433729,0.109944,0.137032,0.159168
3,0.383045,0.433788,0.109932,0.136993,0.159205
3,0.383373,0.433903,0.109965,0.136954,0.159210
3,0.383703,0.434010,0.110026,0.136998,0.159248
3,0.383877,0.434295,0.110113,0.137049,0.159297
3,0.383986,0.434557,0.110164,0.137079,0.159340
3,0.384102,0.434795,0.110216,0.137112,0.159414
3,0.384183,0.434982,0.110342,0.137197,0.159469
3,0.384261,0.435124,0.110435,0.137275,0.159566
3,0.384297,0.435268,0.110500,0.137312,0.159635
3,0.384389,0.435416,0.110555,0.137350,0.159680
3,0.384463,0.435573,0.110641,0.137387,0.159740
3,0.384553,0.435675,0.110721,0.137408,0.159789
3,0.384586,0.435743,0.110796,0.137437,0.159813
3,0.384601,0.435842,0.110871,0.137471,0.159846
3,0.384615,0.436044,0.110994,0.137545,0.159899
3,0.384623,0.436334,0.111148,0.137664,0.159973
3,0.384700,0.437058,0.111500,0.137958,0.160111
3,0.384700,0.437058,0.111500,0.137958,0.160111
3,0.384845,0.437636,0.111829,0.138296,0.160253
3,0.384845,0.437636,0.111829,0.138296,0.160253
3,0.384889,0.437764,0.111908,0.138394,0.160316
3,0.384900,0.438056,0.111962,0.138590,0.160461
3,0.384942,0.438184,0.111959,0.138631,0.160465
3,0.384892,0.438528,0.112021,0.138727,0.160481
