gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
2,0.338984,0.242066,0.087567,0.124524,0.136199
2,0.336126,0.215537,0.104741,0.131577,0.141832
2,0.337818,0.201610,0.108906,0.133869,0.145614
2,0.338986,0.199658,0.111861,0.137282,0.149627
2,0.339411,0.194805,0.114962,0.138532,0.150945
2,0.339956,0.190882,0.117124,0.138632,0.151626
2,0.334997,0.172293,0.129944,0.142043,0.152568
2,0.329184,0.170339,0.137154,0.145261,0.154744
2,0.311868,0.203034,0.186309,0.183825,0.167101
2,0.335896,0.176887,0.146252,0.151489,0.149184
2,0.342866,0.168516,0.140677,0.150048,0.150150
2,0.341502,0.167314,0.138706,0.149068,0.150710
2,0.352264,0.168468,0.131147,0.145348,0.151065
2,0.357267,0.168062,0.128058,0.143503,0.151623
2,0.358976,0.176076,0.122142,0.141234,0.152651
2,0.359228,0.176179,0.121125,0.140388,0.152878
2,0.359660,0.174895,0.120721,0.139902,0.153134
2,0.360215,0.175476,0.120377,0.139554,0.153486
2,0.360968,0.174306,0.121069,0.139613,0.153698
2,0.363143,0.170707,0.122190,0.140049,0.153829
2,0.364988,0.168241,0.123919,0.140424,0.153827
2,0.366096,0.165619,0.125618,0.140917,0.153670
2,0.366431,0.164367,0.126797,0.141418,0.153736
2,0.366890,0.162749,0.127946,0.142040,0.153735
2,0.366931,0.161953,0.129102,0.142830,0.153852
2,0.367106,0.161832,0.130160,0.143393,0.153925
2,0.366827,0.160826,0.130370,0.143676,0.153888
2,0.367246,0.160517,0.130606,0.143871,0.153795
2,0.367733,0.160250,0.131009,0.144393,0.153881
2,0.367753,0.160353,0.131222,0.144555,0.153927
2,0.367838,0.160799,0.131693,0.144882,0.154022
2,0.367733,0.161140,0.132131,0.145144,0.154108
2,0.367015,0.161472,0.132779,0.145576,0.154202
2,0.366330,0.162088,0.133493,0.146020,0.154377
2,0.365955,0.162649,0.134098,0.146514,0.154541
2,0.365714,0.163215,0.134577,0.147016,0.154758
2,0.365237,0.163737,0.135275,0.147409,0.154999
2,0.364782,0.164108,0.135885,0.147801,0.155218
2,0.363997,0.164299,0.136325,0.148252,0.155406
2,0.363708,0.164927,0.136283,0.148330,0.155501
2,0.363461,0.165660,0.136534,0.148532,0.155516
2,0.363336,0.165908,0.136721,0.148733,0.155545
2,0.363324,0.166521,0.136804,0.148805,0.155547
2,0.363379,0.166859,0.136869,0.148849,0.155555
2,0.363699,0.167494,0.137019,0.148969,0.155585
2,0.363937,0.167742,0.137166,0.149107,0.155636
2,0.364569,0.168375,0.137133,0.149084,0.155657
2,0.364891,0.168752,0.137177,0.149139,0.155706
2,0.365493,0.169119,0.137202,0.149181,0.155758
2,0.366125,0.169559,0.137190,0.149180,0.155777
2,0.366541,0.169759,0.137076,0.149065,0.155781
2,0.367006,0.169864,0.136981,0.148972,0.155789
2,0.367611,0.169978,0.136789,0.148841,0.155806
2,0.368167,0.170039,0.136725,0.148761,0.155834
2,0.368590,0.170096,0.136793,0.148798,0.155883
2,0.368875,0.170167,0.136829,0.148831,0.155943
2,0.369265,0.169831,0.136943,0.148932,0.156050
2,0.369758,0.169390,0.136930,0.148884,0.156152
2,0.370063,0.169146,0.136840,0.148790,0.156188
2,0.370550,0.169154,0.136678,0.148641,0.156232
2,0.371362,0.169135,0.136299,0.148411,0.156272
2,0.371979,0.169085,0.135993,0.148193,0.156286
2,0.372390,0.169084,0.135788,0.148051,0.156244
2,0.372743,0.168808,0.135613,0.147877,0.156175
2,0.372990,0.168699,0.135490,0.147748,0.156112
2,0.373198,0.168532,0.135414,0.147645,0.156094
2,0.373362,0.168485,0.135348,0.147533,0.156064
2,0.373536,0.168369,0.135376,0.147564,0.156079
2,0.373655,0.168375,0.135362,0.147517,0.156035
2,0.373552,0.168273,0.135374,0.147467,0.156006
2,0.373364,0.168156,0.135397,0.147474,0.155999
2,0.373179,0.168042,0.135465,0.147513,0.156009
2,0.373145,0.168037,0.135541,0.147576,0.156036
2,0.373137,0.167970,0.135595,0.147605,0.156056
2,0.373161,0.168058,0.135678,0.147652,0.156101
2,0.373126,0.168127,0.135709,0.147661,0.156139
2,0.373112,0.168078,0.135724,0.147641,0.156161
2,0.373087,0.168068,0.135758,0.147637,0.156189
2,0.373087,0.167916,0.135745,0.147600,0.156217
2,0.373076,0.167793,0.135775,0.147596,0.156240
2,0.373047,0.167766,0.135829,0.147634,0.156281
2,0.373054,0.167746,0.135923,0.147695,0.156347
