gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
9,0.186939,0.446228,0.449958,0.393529,0.383402
9,0.187424,0.447805,0.450498,0.391751,0.383851
9,0.188127,0.449143,0.451434,0.390819,0.384179
9,0.189655,0.449788,0.451548,0.389415,0.383711
9,0.190420,0.450208,0.451584,0.388498,0.383509
9,0.190888,0.450883,0.451758,0.387588,0.383406
9,0.191090,0.451270,0.451829,0.386537,0.383136
9,0.191148,0.451394,0.451829,0.386053,0.382954
9,0.191076,0.451471,0.451823,0.385796,0.382860
9,0.191044,0.451481,0.451766,0.385585,0.382776
9,0.190985,0.451536,0.451715,0.385465,0.382677
9,0.191010,0.451518,0.451686,0.385436,0.382648
9,0.191007,0.451480,0.451680,0.385192,0.382574
9,0.190953,0.451472,0.451676,0.385063,0.382508
9,0.190941,0.451466,0.451676,0.385010,0.382449
9,0.190914,0.451473,0.451664,0.384967,0.382423
9,0.190837,0.451482,0.451642,0.384935,0.382398
9,0.190775,0.451480,0.451536,0.384733,0.382305
9,0.190625,0.451460,0.451388,0.384416,0.382162
9,0.190516,0.451460,0.451175,0.383961,0.382060
9,0.190414,0.451437,0.451000,0.383561,0.381960
9,0.190243,0.451468,0.450821,0.383045,0.381887
9,0.190260,0.451407,0.450600,0.382414,0.381685
9,0.190264,0.451470,0.450491,0.382024,0.381489
9,0.190293,0.451462,0.450455,0.381846,0.381340
9,0.190283,0.451483,0.450463,0.381885,0.381331
9,0.190288,0.451530,0.450460,0.381974,0.381362
9,0.190273,0.451620,0.450530,0.381991,0.381347
9,0.190281,0.451663,0.450556,0.381967,0.381307
9,0.190237,0.451699,0.450570,0.381972,0.381281
9,0.190188,0.451720,0.450583,0.382009,0.381309
9,0.190134,0.451722,0.450588,0.382044,0.381340
9,0.190108,0.451722,0.450585,0.382081,0.381362
9,0.190076,0.451721,0.450578,0.382133,0.381380
9,0.190048,0.451725,0.450576,0.382170,0.381378
9,0.190047,0.451736,0.450556,0.382212,0.381385
9,0.190041,0.451765,0.450528,0.382225,0.381354
9,0.190032,0.451789,0.450494,0.382278,0.381354
9,0.190034,0.451804,0.450474,0.382338,0.381372
9,0.190021,0.451830,0.450465,0.382406,0.381391
9,0.190004,0.451846,0.450464,0.382446,0.381403
9,0.189949,0.451878,0.450456,0.382460,0.381403
9,0.189944,0.451885,0.450431,0.382452,0.381402
9,0.189949,0.451893,0.450437,0.382516,0.381456
9,0.189956,0.451899,0.450437,0.382550,0.381477
9,0.189988,0.451910,0.450454,0.382612,0.381521
9,0.190028,0.451897,0.450445,0.382626,0.381575
9,0.190043,0.451854,0.450445,0.382574,0.381583
9,0.190068,0.451831,0.450434,0.382361,0.381519
