gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
0,0.333361,0.115705,0.107028,0.119358,0.156995
0,0.333293,0.115812,0.107096,0.119344,0.156930
0,0.333216,0.115911,0.107159,0.119314,0.156876
0,0.333173,0.115966,0.107230,0.119319,0.156813
0,0.333153,0.116029,0.107270,0.119313,0.156734
0,0.333122,0.116036,0.107299,0.119324,0.156619
0,0.333071,0.116045,0.107322,0.119327,0.156534
0,0.332975,0.116043,0.107366,0.119333,0.156471
0,0.332886,0.116054,0.107397,0.119338,0.156384
0,0.332806,0.116084,0.107435,0.119356,0.156271
0,0.332818,0.116082,0.107470,0.119370,0.156137
0,0.332879,0.116036,0.107501,0.119370,0.156062
0,0.332982,0.115994,0.107536,0.119374,0.155964
0,0.333116,0.115912,0.107562,0.119355,0.155864
0,0.333227,0.115813,0.107588,0.119310,0.155779
0,0.333337,0.115721,0.107609,0.119259,0.155668
0,0.333403,0.115596,0.107571,0.119208,0.155572
0,0.333410,0.115501,0.107549,0.119171,0.155467
0,0.333406,0.115450,0.107536,0.119126,0.155382
0,0.333429,0.115410,0.107522,0.119087,0.155306
0,0.333441,0.115385,0.107500,0.119065,0.155229
0,0.333445,0.115365,0.107468,0.119043,0.155155
0,0.333454,0.115345,0.107440,0.119026,0.155060
0,0.333434,0.115297,0.107397,0.118992,0.154970
0,0.333442,0.115263,0.107354,0.118984,0.154922
0,0.333387,0.115228,0.107301,0.118970,0.154902
0,0.333314,0.115191,0.107226,0.118939,0.154878
0,0.333293,0.115132,0.107177,0.118915,0.154844
0,0.333190,0.115047,0.107114,0.118896,0.154841
0,0.333129,0.114994,0.107080,0.118871,0.154814
0,0.333038,0.114960,0.107058,0.118865,0.154809
0,0.332934,0.114914,0.107034,0.118847,0.154795
0,0.332836,0.114896,0.107003,0.118842,0.154750
0,0.332737,0.114897,0.106980,0.118816,0.154700
0,0.332603,0.114898,0.106955,0.118781,0.154637
0,0.332489,0.114884,0.106941,0.118759,0.154556
0,0.332357,0.114865,0.106908,0.118741,0.154488
0,0.332275,0.114864,0.106888,0.118729,0.154425
0,0.332201,0.114854,0.106868,0.118708,0.154370
0,0.332103,0.114826,0.106859,0.118686,0.154288
0,0.332063,0.114776,0.106844,0.118659,0.154216
0,0.332056,0.114762,0.106858,0.118664,0.154160
0,0.332016,0.114731,0.106860,0.118675,0.154081
0,0.331979,0.114694,0.106837,0.118660,0.153994
0,0.331977,0.114621,0.106813,0.118631,0.153892
0,0.331928,0.114573,0.106794,0.118615,0.153831
0,0.332030,0.114503,0.106806,0.118603,0.153729
0,0.332053,0.114404,0.106808,0.118568,0.153686
0,0.332088,0.114274,0.106802,0.118529,0.153625
0,0.332055,0.114188,0.106800,0.118500,0.153588
0,0.332070,0.114097,0.106793,0.118474,0.153493
0,0.332124,0.113981,0.106797,0.118476,0.153335
0,0.332151,0.113620,0.106695,0.118543,0.152928
0,0.332151,0.113620,0.106695,0.118543,0.152928
0,0.332074,0.113496,0.106634,0.118568,0.152810
0,0.332074,0.113496,0.106634,0.118568,0.152810
0,0.331966,0.113340,0.106519,0.118569,0.152771
0,0.331966,0.113340,0.106519,0.118569,0.152771
0,0.331918,0.113273,0.106431,0.118524,0.152776
0,0.331837,0.113202,0.106345,0.118449,0.152790
0,0.331781,0.113155,0.106266,0.118382,0.152776
0,0.331742,0.113149,0.106214,0.118312,0.152782
0,0.331695,0.113168,0.106165,0.118249,0.152762
0,0.331579,0.113196,0.106144,0.118207,0.152760
0,0.331477,0.113241,0.106126,0.118179,0.152758
0,0.331392,0.113283,0.106118,0.118153,0.152756
0,0.331289,0.113310,0.106116,0.118136,0.152741
0,0.331238,0.113334,0.106116,0.118119,0.152744
0,0.331205,0.113349,0.106112,0.118111,0.152744
0,0.331156,0.113412,0.106135,0.118126,0.152748
0,0.331107,0.113453,0.106154,0.118151,0.152742
0,0.331035,0.113461,0.106158,0.118176,0.152728
0,0.330937,0.113445,0.106168,0.118198,0.152711
0,0.330776,0.113451,0.106168,0.118215,0.152727
0,0.330615,0.113426,0.106165,0.118229,0.152773
0,0.329942,0.113501,0.106094,0.118191,0.152969
0,0.329942,0.113501,0.106094,0.118191,0.152969
0,0.329720,0.113572,0.106044,0.118114,0.152969
0,0.329580,0.113650,0.106030,0.118063,0.153007
0,0.329486,0.113727,0.106044,0.118047,0.153057
0,0.329430,0.113734,0.106078,0.118045,0.153056
0,0.329396,0.113732,0.106066,0.118014,0.153051
0,0.329487,0.113720,0.106097,0.117990,0.153040
0,0.329526,0.113724,0.106115,0.117998,0.153058
0,0.329617,0.113714,0.106170,0.118017,0.153099
0,0.329702,0.113700,0.106221,0.118025,0.153111
0,0.329726,0.113647,0.106223,0.118024,0.153129
0,0.329737,0.113622,0.106217,0.118004,0.153146
0,0.329766,0.113583,0.106205,0.117975,0.153169
0,0.329754,0.113510,0.106154,0.117899,0.153196
0,0.329783,0.113448,0.106104,0.117810,0.153219
0,0.329835,0.113408,0.106074,0.117763,0.153241
0,0.329923,0.113358,0.106044,0.117750,0.153263
0,0.330008,0.113364,0.106041,0.117721,0.153334
0,0.330120,0.113338,0.106041,0.117711,0.153401
0,0.330123,0.113343,0.106055,0.117670,0.153433
0,0.330152,0.113365,0.106052,0.117656,0.153463
0,0.330243,0.113356,0.106051,0.117633,0.153520
0,0.330395,0.113362,0.106053,0.117640,0.153605
