gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
7,0.367971,0.362542,0.101492,0.091829,0.156498
7,0.336760,0.371170,0.108224,0.122275,0.269657
7,0.337405,0.369472,0.108654,0.131012,0.301778
7,0.340269,0.372450,0.111255,0.133952,0.307961
7,0.342387,0.376234,0.111701,0.135647,0.311742
7,0.343972,0.379196,0.111909,0.137303,0.314666
7,0.347539,0.381880,0.113523,0.137420,0.318847
7,0.348602,0.382284,0.113910,0.137314,0.319133
7,0.349224,0.381668,0.115489,0.136495,0.319591
7,0.349621,0.381003,0.115986,0.136250,0.319182
7,0.350376,0.380608,0.116177,0.136069,0.318692
7,0.351056,0.380350,0.116321,0.136094,0.318681
7,0.352000,0.380699,0.116425,0.137966,0.320887
7,0.351627,0.381830,0.116077,0.139608,0.321202
7,0.351435,0.382873,0.116069,0.140676,0.321812
7,0.351437,0.383421,0.116093,0.141264,0.322498
7,0.351407,0.383577,0.116115,0.141517,0.322874
7,0.351367,0.383681,0.116112,0.141667,0.323116
7,0.351342,0.383799,0.116147,0.141745,0.323410
7,0.351335,0.383866,0.116133,0.141788,0.323586
7,0.351302,0.383979,0.116091,0.141774,0.323689
7,0.351272,0.384045,0.116093,0.141796,0.323870
7,0.351271,0.384074,0.116060,0.141776,0.323932
7,0.351245,0.384090,0.116016,0.141764,0.323936
7,0.351236,0.384127,0.115999,0.141773,0.323973
7,0.351210,0.384118,0.115987,0.141754,0.324021
7,0.351185,0.384164,0.115990,0.141770,0.324085
7,0.351132,0.384181,0.115990,0.141801,0.324082
7,0.351072,0.384198,0.116011,0.141849,0.324067
7,0.351021,0.384262,0.116010,0.141898,0.324027
7,0.351031,0.384301,0.115986,0.141905,0.323821
7,0.351031,0.384311,0.115921,0.141929,0.323554
7,0.351036,0.384397,0.115875,0.142039,0.323385
7,0.350998,0.384533,0.115785,0.142195,0.323293
7,0.350993,0.384627,0.115733,0.142335,0.323075
7,0.350957,0.384718,0.115723,0.142489,0.322958
7,0.350937,0.384773,0.115687,0.142590,0.322786
7,0.350934,0.384788,0.115647,0.142617,0.322604
7,0.350948,0.384693,0.115632,0.142602,0.322389
7,0.350983,0.384647,0.115643,0.142627,0.322267
7,0.350991,0.384598,0.115690,0.142580,0.322074
7,0.351013,0.384511,0.115706,0.142501,0.321818
7,0.351044,0.384363,0.115700,0.142378,0.321570
7,0.351100,0.384244,0.115719,0.142336,0.321428
7,0.351142,0.384220,0.115742,0.142305,0.321365
7,0.351151,0.384176,0.115722,0.142250,0.321220
7,0.351238,0.384072,0.115691,0.142236,0.321139
7,0.351238,0.384072,0.115691,0.142236,0.321139
7,0.351262,0.384037,0.115674,0.142229,0.321016
7,0.351274,0.384085,0.115677,0.142253,0.321033
7,0.351075,0.384330,0.115698,0.142280,0.320852
7,0.350803,0.384506,0.115779,0.142506,0.321003
7,0.350722,0.384735,0.115734,0.142715,0.321099
7,0.350677,0.384953,0.115758,0.142827,0.321159
7,0.350651,0.385037,0.115801,0.142899,0.321238
7,0.350600,0.385159,0.115834,0.142934,0.321204
7,0.350601,0.385111,0.115858,0.142932,0.320869
7,0.350631,0.385091,0.115939,0.142854,0.320661
7,0.350630,0.385042,0.115984,0.142756,0.320436
7,0.350577,0.384972,0.116048,0.142570,0.320173
7,0.350541,0.384787,0.116087,0.142448,0.319953
7,0.350474,0.384693,0.116140,0.142399,0.319926
7,0.350419,0.384618,0.116174,0.142367,0.319898
7,0.350348,0.384542,0.116160,0.142313,0.319923
7,0.350298,0.384499,0.116148,0.142358,0.320084
7,0.350236,0.384512,0.116121,0.142462,0.320280
7,0.350163,0.384529,0.116107,0.142557,0.320560
7,0.350109,0.384624,0.116075,0.142636,0.320700
7,0.350055,0.384722,0.116075,0.142661,0.320775
7,0.350054,0.384791,0.116065,0.142661,0.320871
7,0.350249,0.385061,0.116033,0.142694,0.321001
7,0.350249,0.385061,0.116033,0.142694,0.321001
7,0.350281,0.385240,0.116017,0.142693,0.321011
7,0.350320,0.385273,0.115948,0.142738,0.321171
7,0.350371,0.385327,0.115870,0.142796,0.321351
7,0.350347,0.385371,0.115854,0.142815,0.321411
7,0.350107,0.385398,0.115848,0.142843,0.321495
7,0.349876,0.385435,0.115823,0.142879,0.321554
7,0.349662,0.385438,0.115812,0.142890,0.321582
7,0.349546,0.385442,0.115781,0.142914,0.321659
7,0.349460,0.385468,0.115746,0.142932,0.321724
7,0.349407,0.385482,0.115729,0.142963,0.321777
7,0.349349,0.385532,0.115727,0.142998,0.321835
7,0.349326,0.385614,0.115723,0.143074,0.322005
7,0.349268,0.385778,0.115701,0.143102,0.322084
7,0.349232,0.385859,0.115670,0.143115,0.322101
7,0.349195,0.385952,0.115659,0.143121,0.322199
7,0.349187,0.386055,0.115654,0.143135,0.322281
7,0.349202,0.386133,0.115665,0.143140,0.322298
7,0.349215,0.386196,0.115654,0.143157,0.322313
7,0.349223,0.386303,0.115642,0.143225,0.322327
7,0.349227,0.386413,0.115632,0.143314,0.322493
7,0.349232,0.386564,0.115656,0.143394,0.322611
7,0.349262,0.386676,0.115674,0.143447,0.322627
7,0.349279,0.386728,0.115695,0.143446,0.322440
7,0.349271,0.386768,0.115722,0.143396,0.322276
7,0.349266,0.386812,0.115764,0.143304,0.322028
7,0.349295,0.386764,0.115693,0.143233,0.321837
7,0.349275,0.386759,0.115693,0.143066,0.321581
7,0.349298,0.386588,0.115692,0.142885,0.321456
7,0.349356,0.386504,0.115618,0.142752,0.321466
7,0.349332,0.386307,0.115489,0.142632,0.321342
7,0.349276,0.386136,0.115451,0.142516,0.321231
7,0.349235,0.386069,0.115431,0.142447,0.321157
7,0.349229,0.386032,0.115419,0.142415,0.321021
7,0.349184,0.386065,0.115375,0.142431,0.320997
7,0.349125,0.386108,0.115358,0.142472,0.321007
7,0.349064,0.386194,0.115365,0.142508,0.320985
7,0.349000,0.386337,0.115420,0.142526,0.320975
7,0.348972,0.386461,0.115464,0.142531,0.321033
7,0.348934,0.386522,0.115523,0.142592,0.321058
7,0.348853,0.386616,0.115591,0.142612,0.321051
7,0.348805,0.386674,0.115665,0.142571,0.321023
7,0.348716,0.386734,0.115724,0.142518,0.320955
7,0.348647,0.386811,0.115709,0.142480,0.321143
7,0.348614,0.386967,0.115682,0.142486,0.321471
7,0.348558,0.387122,0.115627,0.142467,0.321992
7,0.348547,0.387181,0.115574,0.142430,0.322393
7,0.348539,0.387186,0.115517,0.142318,0.322724
7,0.348531,0.387186,0.115421,0.142279,0.323074
7,0.348492,0.387182,0.115372,0.142239,0.323307
7,0.348495,0.387127,0.115308,0.142213,0.323429
7,0.348543,0.387067,0.115229,0.142261,0.323568
7,0.348537,0.387051,0.115207,0.142249,0.323856
7,0.348451,0.387045,0.115152,0.142244,0.324320
7,0.348297,0.386982,0.115104,0.142108,0.325704
7,0.348171,0.386923,0.115048,0.142072,0.326945
7,0.348048,0.386867,0.115069,0.142177,0.328472
7,0.348048,0.386873,0.115036,0.142353,0.329401
7,0.348103,0.386860,0.114946,0.142445,0.329871
7,0.348196,0.386963,0.114907,0.142533,0.330273
7,0.348250,0.387038,0.114896,0.142603,0.330559
7,0.348271,0.387073,0.114824,0.142646,0.330761
7,0.348303,0.387066,0.114768,0.142655,0.330903
7,0.348313,0.387075,0.114709,0.142669,0.331053
7,0.348319,0.387112,0.114694,0.142693,0.331103
7,0.348347,0.387118,0.114701,0.142714,0.331152
7,0.348372,0.387083,0.114704,0.142671,0.331102
7,0.348392,0.387030,0.114734,0.142662,0.331133
7,0.348432,0.386983,0.114788,0.142645,0.331199
7,0.348490,0.386932,0.114751,0.142674,0.331293
7,0.348553,0.386871,0.114775,0.142640,0.331376
7,0.348649,0.386818,0.114825,0.142659,0.331491
7,0.348721,0.386766,0.114875,0.142664,0.331600
7,0.348791,0.386749,0.114906,0.142666,0.331681
7,0.348865,0.386713,0.114940,0.142674,0.331635
7,0.348911,0.386679,0.114949,0.142694,0.331583
7,0.348943,0.386677,0.114980,0.142703,0.331587
7,0.348995,0.386665,0.114986,0.142729,0.331513
7,0.349032,0.386688,0.114992,0.142758,0.331510
7,0.349071,0.386722,0.115004,0.142799,0.331400
