gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
3,0.392544,0.403776,0.117842,0.127355,0.154846
3,0.392368,0.403919,0.117819,0.127502,0.154916
3,0.392330,0.404026,0.117848,0.127643,0.154951
3,0.392347,0.404102,0.117848,0.127748,0.155009
3,0.392365,0.404170,0.117880,0.127824,0.155052
3,0.392419,0.404227,0.117921,0.127884,0.155110
3,0.392447,0.404256,0.117990,0.127928,0.155163
3,0.392473,0.404321,0.118045,0.127941,0.155207
3,0.392498,0.404365,0.118069,0.127955,0.155223
3,0.392581,0.404463,0.118110,0.127977,0.155249
3,0.392655,0.404642,0.118139,0.127999,0.155276
3,0.392740,0.404734,0.118135,0.128012,0.155296
3,0.392817,0.404849,0.118145,0.128042,0.155317
3,0.392924,0.404849,0.118154,0.128055,0.155359
3,0.392984,0.404715,0.118131,0.128120,0.155443
3,0.392978,0.404698,0.118107,0.128198,0.155535
3,0.392973,0.404764,0.118108,0.128283,0.155662
3,0.392999,0.404815,0.118122,0.128347,0.155734
3,0.393041,0.404878,0.118145,0.128405,0.155784
3,0.393093,0.404863,0.118132,0.128419,0.155830
3,0.393203,0.404766,0.118105,0.128437,0.155888
3,0.393303,0.404689,0.118079,0.128453,0.155928
3,0.393337,0.404576,0.118013,0.128462,0.155945
3,0.393421,0.404601,0.117975,0.128474,0.155967
3,0.393516,0.404682,0.117944,0.128491,0.156006
3,0.393608,0.404706,0.117889,0.128500,0.156026
3,0.393744,0.404734,0.117880,0.128517,0.156022
3,0.393859,0.404766,0.117847,0.128517,0.156032
3,0.393966,0.404778,0.117803,0.128517,0.156020
3,0.394042,0.404836,0.117783,0.128541,0.156024
3,0.394145,0.404917,0.117786,0.128580,0.156025
3,0.394231,0.404952,0.117761,0.128585,0.156031
3,0.394385,0.404933,0.117738,0.128622,0.156028
3,0.394490,0.404966,0.117701,0.128652,0.156028
3,0.394633,0.405009,0.117667,0.128680,0.156039
3,0.394758,0.405025,0.117637,0.128685,0.156047
3,0.394843,0.404989,0.117623,0.128700,0.156060
3,0.395014,0.405024,0.117607,0.128735,0.156075
3,0.395225,0.404926,0.117483,0.128744,0.156101
3,0.395386,0.404877,0.117378,0.128734,0.156102
3,0.395542,0.404817,0.117252,0.128712,0.156104
3,0.395930,0.404842,0.117156,0.128716,0.156039
3,0.396181,0.404760,0.117077,0.128739,0.156033
3,0.396357,0.404718,0.117003,0.128694,0.156076
3,0.396521,0.404581,0.116976,0.128658,0.156106
3,0.396599,0.404440,0.116922,0.128592,0.156110
3,0.396653,0.404415,0.116892,0.128575,0.156160
3,0.396832,0.404416,0.116848,0.128603,0.156178
3,0.396865,0.404457,0.116797,0.128622,0.156261
3,0.396891,0.404472,0.116771,0.128642,0.156333
3,0.396928,0.404599,0.116800,0.128709,0.156365
3,0.396937,0.404665,0.116878,0.128742,0.156369
3,0.396942,0.404668,0.116954,0.128752,0.156423
3,0.396920,0.404493,0.116984,0.128678,0.156450
3,0.396845,0.404320,0.116975,0.128574,0.156565
3,0.396740,0.404183,0.116917,0.128542,0.156560
3,0.396576,0.404170,0.116938,0.128487,0.156561
3,0.396345,0.404179,0.116936,0.128427,0.156602
3,0.396271,0.404120,0.116931,0.128372,0.156569
3,0.396268,0.404142,0.116885,0.128276,0.156540
3,0.396320,0.404106,0.116818,0.128201,0.156472
3,0.396436,0.404107,0.116799,0.128178,0.156401
3,0.396626,0.404166,0.116790,0.128172,0.156310
3,0.396772,0.404250,0.116809,0.128157,0.156254
3,0.396804,0.404336,0.116840,0.128160,0.156214
3,0.396775,0.404398,0.116873,0.128156,0.156165
3,0.396644,0.404480,0.116952,0.128168,0.156075
3,0.396511,0.404517,0.117007,0.128175,0.156004
3,0.396041,0.404572,0.117085,0.128113,0.155816
3,0.395741,0.404456,0.117153,0.128089,0.155724
3,0.395606,0.404412,0.117368,0.128066,0.155652
3,0.395455,0.404393,0.117445,0.127972,0.155561
3,0.395324,0.404423,0.117486,0.127860,0.155495
3,0.395073,0.404442,0.117493,0.127687,0.155460
3,0.394860,0.404409,0.117528,0.127606,0.155473
3,0.394798,0.404349,0.117586,0.127571,0.155487
3,0.394772,0.404362,0.117651,0.127551,0.155467
3,0.394661,0.404375,0.117711,0.127539,0.155463
3,0.394590,0.404455,0.117759,0.127522,0.155436
