gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
7,0.375130,0.462480,0.121889,0.178729,0.337400
7,0.375968,0.457507,0.125843,0.182530,0.375174
7,0.379071,0.459099,0.131842,0.182061,0.379103
7,0.382122,0.461318,0.132118,0.180474,0.373169
7,0.383861,0.462555,0.131408,0.180064,0.366584
7,0.384861,0.463836,0.130925,0.179995,0.362703
7,0.386240,0.464582,0.130756,0.180228,0.359535
7,0.387286,0.465200,0.130784,0.180493,0.357435
7,0.388517,0.465732,0.130660,0.180433,0.355349
7,0.389642,0.466190,0.130743,0.180569,0.353756
7,0.390581,0.466415,0.130699,0.180698,0.353067
7,0.391484,0.466607,0.130974,0.181036,0.352667
7,0.392180,0.466800,0.131251,0.181458,0.352743
7,0.392794,0.466905,0.131488,0.181573,0.352762
7,0.393375,0.467039,0.131634,0.181695,0.353283
7,0.393748,0.467115,0.131938,0.182044,0.354572
7,0.394234,0.467256,0.132226,0.182324,0.355812
7,0.394500,0.467400,0.132340,0.182535,0.357118
7,0.394789,0.467485,0.132535,0.182840,0.358405
7,0.395012,0.467638,0.132780,0.183111,0.359165
7,0.395180,0.467828,0.133147,0.183417,0.359723
7,0.395236,0.468028,0.133366,0.183625,0.360313
7,0.395380,0.468370,0.133522,0.183829,0.360904
7,0.395462,0.468631,0.133649,0.183965,0.361576
7,0.395562,0.468835,0.133671,0.184003,0.362590
7,0.395657,0.468837,0.133742,0.184077,0.363392
7,0.395986,0.468694,0.133922,0.184255,0.365080
7,0.395986,0.468694,0.133922,0.184255,0.365080
7,0.396135,0.468586,0.133978,0.184353,0.365794
7,0.396254,0.468548,0.134026,0.184468,0.366805
7,0.396430,0.468532,0.134092,0.184626,0.367884
7,0.396635,0.468478,0.134170,0.184813,0.368895
7,0.396709,0.468494,0.134280,0.185036,0.369695
7,0.396831,0.468469,0.134331,0.185168,0.370422
7,0.396950,0.468479,0.134449,0.185314,0.371704
7,0.396992,0.468486,0.134519,0.185432,0.372810
7,0.397070,0.468465,0.134544,0.185517,0.373419
7,0.397166,0.468425,0.134588,0.185636,0.374165
7,0.397170,0.468394,0.134637,0.185724,0.375018
7,0.397228,0.468400,0.134690,0.185779,0.375539
7,0.397252,0.468469,0.134754,0.185823,0.376071
7,0.397296,0.468504,0.134882,0.185982,0.376708
7,0.397372,0.468535,0.135024,0.186148,0.377407
7,0.397421,0.468552,0.135111,0.186203,0.378325
7,0.397443,0.468527,0.135205,0.186244,0.378686
7,0.397470,0.468518,0.135289,0.186305,0.379013
7,0.397520,0.468519,0.135399,0.186360,0.379325
7,0.397579,0.468560,0.135478,0.186369,0.379372
7,0.397632,0.468596,0.135580,0.186400,0.379363
7,0.397726,0.468663,0.135638,0.186480,0.379251
7,0.397855,0.468756,0.135754,0.186580,0.379211
7,0.397979,0.468978,0.135815,0.186656,0.379290
7,0.398039,0.469064,0.135833,0.186577,0.379298
