gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
0,0.256195,0.090243,0.080456,0.081087,0.148789
0,0.258133,0.107560,0.098010,0.107843,0.161100
0,0.263632,0.113167,0.104791,0.115241,0.165382
0,0.266612,0.115200,0.106757,0.118024,0.167116
0,0.268085,0.115891,0.107017,0.119412,0.168723
0,0.269322,0.116414,0.107380,0.120789,0.169316
0,0.270305,0.116848,0.107531,0.121483,0.169899
0,0.270902,0.117354,0.107648,0.121894,0.170526
0,0.271385,0.117794,0.107760,0.122177,0.171049
0,0.271906,0.118189,0.107873,0.122424,0.171423
0,0.272396,0.118463,0.107951,0.122629,0.171648
0,0.272795,0.118676,0.108019,0.122784,0.171843
0,0.273176,0.118888,0.108091,0.122947,0.172052
0,0.273491,0.119062,0.108152,0.123095,0.172234
0,0.273800,0.119228,0.108207,0.123217,0.172390
0,0.274042,0.119393,0.108261,0.123290,0.172566
0,0.274256,0.119575,0.108304,0.123352,0.172726
0,0.274427,0.119751,0.108342,0.123388,0.172863
0,0.274591,0.119921,0.108388,0.123430,0.172987
0,0.274768,0.120097,0.108447,0.123488,0.173106
0,0.274935,0.120250,0.108514,0.123537,0.173213
0,0.275066,0.120388,0.108566,0.123602,0.173328
0,0.275204,0.120564,0.108635,0.123626,0.173438
0,0.275276,0.120678,0.108698,0.123669,0.173532
0,0.275267,0.120761,0.108737,0.123729,0.173643
0,0.275262,0.120816,0.108755,0.123793,0.173720
0,0.275218,0.120893,0.108769,0.123864,0.173816
0,0.275169,0.121011,0.108806,0.123935,0.173943
0,0.275162,0.121125,0.108792,0.123962,0.174034
0,0.275161,0.121276,0.108823,0.124008,0.174121
0,0.275180,0.121440,0.108897,0.124073,0.174197
0,0.275216,0.121661,0.108962,0.124105,0.174267
0,0.275265,0.121864,0.109033,0.124126,0.174346
0,0.275322,0.122045,0.109032,0.124121,0.174439
0,0.275366,0.122232,0.109045,0.124093,0.174533
0,0.275449,0.122368,0.109051,0.124079,0.174601
0,0.275555,0.122492,0.109047,0.124067,0.174706
0,0.275598,0.122574,0.109068,0.124035,0.174816
0,0.275687,0.122634,0.109083,0.123971,0.174894
0,0.275721,0.122660,0.109098,0.123947,0.174950
0,0.275757,0.122669,0.109105,0.123918,0.174973
0,0.275819,0.122687,0.109114,0.123902,0.174980
0,0.275875,0.122700,0.109119,0.123893,0.174985
0,0.275953,0.122709,0.109122,0.123869,0.174972
0,0.276003,0.122712,0.109118,0.123833,0.174971
0,0.276078,0.122715,0.109104,0.123805,0.174992
0,0.276177,0.122724,0.109101,0.123786,0.175017
0,0.276238,0.122740,0.109087,0.123784,0.175025
0,0.276282,0.122750,0.109075,0.123776,0.175006
0,0.276333,0.122749,0.109049,0.123768,0.174986
0,0.276374,0.122740,0.109022,0.123760,0.174959
0,0.276412,0.122742,0.108993,0.123750,0.174936
0,0.276466,0.122759,0.108941,0.123739,0.174926
0,0.276543,0.122802,0.108878,0.123748,0.174935
0,0.276600,0.122847,0.108787,0.123730,0.174958
0,0.276629,0.122912,0.108699,0.123725,0.174995
0,0.276662,0.122965,0.108601,0.123724,0.175053
0,0.276684,0.123042,0.108521,0.123729,0.175105
0,0.276683,0.123100,0.108457,0.123727,0.175153
0,0.276691,0.123137,0.108410,0.123723,0.175193
0,0.276705,0.123173,0.108384,0.123728,0.175240
0,0.276679,0.123199,0.108350,0.123714,0.175292
0,0.276657,0.123187,0.108312,0.123701,0.175316
0,0.276675,0.123185,0.108271,0.123698,0.175323
0,0.276721,0.123157,0.108212,0.123657,0.175309
0,0.276728,0.123122,0.108144,0.123629,0.175311
0,0.276678,0.123103,0.108112,0.123618,0.175311
0,0.276641,0.123114,0.108109,0.123630,0.175319
0,0.276619,0.123173,0.108087,0.123670,0.175342
0,0.276609,0.123210,0.108065,0.123706,0.175373
0,0.276619,0.123233,0.108049,0.123743,0.175386
0,0.276644,0.123233,0.108029,0.123762,0.175376
0,0.276664,0.123234,0.108025,0.123773,0.175379
0,0.276716,0.123244,0.108032,0.123809,0.175387
0,0.276808,0.123222,0.108030,0.123822,0.175391
0,0.276897,0.123216,0.108017,0.123837,0.175396
0,0.276984,0.123216,0.108012,0.123846,0.175406
0,0.277061,0.123206,0.108006,0.123853,0.175411
0,0.277141,0.123186,0.107998,0.123861,0.175417
0,0.277204,0.123175,0.107992,0.123857,0.175426
0,0.277263,0.123172,0.107984,0.123859,0.175441
0,0.277337,0.123163,0.107976,0.123860,0.175463
0,0.277403,0.123140,0.107970,0.123864,0.175480
0,0.277478,0.123120,0.107971,0.123867,0.175491
0,0.277558,0.123115,0.107971,0.123864,0.175508
0,0.277606,0.123099,0.107962,0.123858,0.175527
0,0.277640,0.123087,0.107951,0.123846,0.175554
0,0.277689,0.123071,0.107944,0.123830,0.175579
0,0.277734,0.123063,0.107944,0.123829,0.175597
0,0.277776,0.123053,0.107951,0.123821,0.175619
0,0.277812,0.123069,0.107958,0.123808,0.175635
0,0.277817,0.123066,0.107963,0.123805,0.175631
0,0.277826,0.123061,0.107968,0.123812,0.175636
0,0.277835,0.123069,0.107975,0.123815,0.175638
0,0.277839,0.123076,0.107978,0.123822,0.175641
0,0.277857,0.123091,0.107977,0.123820,0.175665
0,0.277877,0.123091,0.107980,0.123823,0.175668
0,0.277926,0.123106,0.107991,0.123816,0.175662
0,0.277992,0.123120,0.107996,0.123809,0.175671
0,0.278072,0.123141,0.108012,0.123808,0.175676
