gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
6,0.311845,0.330297,0.283901,0.318894,0.293377
6,0.407212,0.177385,0.146975,0.162811,0.335739
6,0.410678,0.145994,0.138867,0.144871,0.359115
6,0.413981,0.138357,0.147747,0.156735,0.380471
6,0.416740,0.137340,0.152886,0.164217,0.391687
6,0.419284,0.137229,0.155834,0.168680,0.398774
6,0.420697,0.137246,0.157600,0.170875,0.401245
6,0.421548,0.137271,0.159000,0.171748,0.401803
6,0.422140,0.137334,0.160241,0.172350,0.402321
6,0.422700,0.137380,0.161122,0.172579,0.402530
6,0.423330,0.137459,0.161766,0.172671,0.402553
6,0.424092,0.137506,0.162271,0.172708,0.402583
6,0.424530,0.137545,0.162774,0.172755,0.402646
6,0.424873,0.137591,0.163220,0.172765,0.402887
6,0.425294,0.137672,0.163666,0.172792,0.403059
6,0.425571,0.137684,0.163998,0.172817,0.403240
6,0.425817,0.137711,0.164319,0.172862,0.403495
6,0.426072,0.137735,0.164514,0.172818,0.403730
6,0.426307,0.137742,0.164629,0.172797,0.403915
6,0.426392,0.137750,0.164751,0.172740,0.404005
6,0.426500,0.137741,0.164925,0.172765,0.404293
6,0.426539,0.137733,0.165107,0.172788,0.404535
6,0.426502,0.137668,0.165258,0.172971,0.404847
6,0.426460,0.137602,0.165379,0.173073,0.404948
6,0.426421,0.137555,0.165408,0.173088,0.404924
6,0.426403,0.137521,0.165421,0.173087,0.405013
6,0.426435,0.137504,0.165443,0.173085,0.405051
6,0.426474,0.137492,0.165466,0.173076,0.405037
6,0.426499,0.137483,0.165455,0.173023,0.404981
6,0.426536,0.137478,0.165456,0.172972,0.404958
6,0.426603,0.137483,0.165489,0.172921,0.404852
6,0.426683,0.137476,0.165560,0.172892,0.404965
6,0.426724,0.137438,0.165624,0.172860,0.405044
6,0.426763,0.137404,0.165673,0.172848,0.405095
6,0.426780,0.137367,0.165693,0.172866,0.405062
6,0.426793,0.137318,0.165721,0.172928,0.405066
