gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
1,0.222202,0.411774,0.130714,0.136407,0.141165
1,0.216522,0.412585,0.128556,0.135354,0.142378
1,0.214562,0.412921,0.126877,0.135037,0.142053
1,0.212570,0.413047,0.126317,0.135151,0.141477
1,0.211175,0.413349,0.125785,0.135319,0.140918
1,0.209383,0.413844,0.126203,0.135630,0.140455
1,0.208053,0.414773,0.126565,0.136080,0.140174
1,0.206730,0.415715,0.126492,0.136375,0.139941
1,0.205313,0.416588,0.126632,0.136697,0.139862
1,0.203959,0.417629,0.126506,0.137043,0.139825
1,0.202782,0.418323,0.126527,0.137425,0.139891
1,0.201370,0.419010,0.126955,0.137897,0.139981
1,0.200456,0.419935,0.126950,0.138216,0.140158
1,0.199614,0.420312,0.126572,0.138342,0.140396
1,0.198558,0.421006,0.125854,0.138144,0.140569
1,0.197706,0.421814,0.125203,0.137953,0.140681
1,0.196877,0.422546,0.124696,0.137784,0.140848
1,0.196003,0.423418,0.124110,0.137541,0.140964
1,0.195053,0.424318,0.123779,0.137527,0.141067
1,0.223080,0.414187,0.131625,0.137922,0.141877
1,0.217763,0.413207,0.129202,0.136675,0.143523
1,0.215807,0.413011,0.127910,0.136040,0.143273
1,0.213980,0.413110,0.127157,0.135792,0.142821
1,0.212463,0.413418,0.126959,0.135885,0.142241
1,0.211167,0.413869,0.127091,0.136203,0.141790
1,0.209368,0.414501,0.127811,0.136738,0.141385
1,0.208203,0.415628,0.128001,0.137125,0.141017
1,0.206780,0.416980,0.128273,0.137464,0.140689
1,0.205536,0.418048,0.128284,0.137803,0.140525
1,0.204503,0.419015,0.128452,0.138161,0.140390
1,0.203310,0.419984,0.128492,0.138501,0.140304
1,0.201991,0.420894,0.128599,0.138929,0.140465
1,0.200744,0.421275,0.128883,0.139301,0.140715
1,0.199904,0.421907,0.128621,0.139473,0.141020
1,0.199107,0.422727,0.128152,0.139543,0.141537
1,0.198439,0.423272,0.127744,0.139412,0.141845
1,0.197719,0.424020,0.127201,0.139219,0.141974
1,0.196620,0.425449,0.126361,0.138868,0.142098
1,0.221743,0.416287,0.129445,0.134640,0.139447
1,0.216032,0.413093,0.127900,0.134309,0.140291
1,0.213030,0.413348,0.127200,0.134502,0.139862
1,0.210043,0.413809,0.126799,0.135075,0.139145
1,0.207554,0.414628,0.127345,0.135885,0.138738
1,0.205357,0.415682,0.127360,0.136201,0.138352
1,0.203392,0.417527,0.127348,0.136889,0.138422
1,0.201295,0.418942,0.127523,0.137520,0.138643
1,0.199675,0.419984,0.127232,0.137867,0.138975
1,0.198168,0.420897,0.126415,0.137593,0.139258
1,0.196639,0.421710,0.125920,0.137652,0.139731
1,0.195549,0.422096,0.125269,0.137316,0.139982
1,0.194059,0.422939,0.124318,0.136858,0.140145
1,0.224218,0.421803,0.128605,0.135302,0.140241
1,0.216962,0.413483,0.127340,0.134685,0.140579
1,0.213248,0.413388,0.127026,0.134694,0.140128
1,0.210819,0.413531,0.126839,0.135083,0.139548
1,0.209052,0.413869,0.126943,0.135562,0.139126
1,0.207293,0.414580,0.127147,0.135896,0.138822
1,0.206027,0.415394,0.127737,0.136472,0.138616
1,0.204744,0.416243,0.127967,0.136886,0.138555
1,0.203344,0.417186,0.128085,0.137276,0.138547
1,0.201974,0.418058,0.128107,0.137704,0.138858
1,0.200586,0.419033,0.128054,0.138019,0.139135
1,0.199601,0.419637,0.128053,0.138228,0.139281
1,0.198614,0.420094,0.127603,0.138197,0.139631
1,0.197396,0.420558,0.127030,0.138098,0.139928
1,0.196385,0.421190,0.126409,0.137910,0.140194
1,0.195309,0.421836,0.125659,0.137618,0.140348
1,0.194578,0.422619,0.125080,0.137459,0.140459
1,0.193855,0.423173,0.124457,0.137189,0.140526
1,0.220903,0.414328,0.129704,0.134614,0.139437
