gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
7,0.383960,0.385140,0.124102,0.135617,0.249776
7,0.388521,0.388348,0.126101,0.133002,0.228594
7,0.391111,0.390112,0.128618,0.133434,0.218824
7,0.392125,0.390838,0.129597,0.133949,0.213769
7,0.392237,0.391238,0.129938,0.134217,0.210091
7,0.392389,0.391411,0.130252,0.134353,0.207244
7,0.392467,0.391406,0.130484,0.134540,0.204609
7,0.392485,0.391283,0.130648,0.134505,0.202297
7,0.392528,0.391154,0.130750,0.134464,0.200337
7,0.392594,0.390997,0.130844,0.134600,0.199292
7,0.392693,0.390773,0.130913,0.134617,0.198303
7,0.392723,0.390550,0.130872,0.134555,0.197439
7,0.392903,0.390528,0.131260,0.134487,0.195119
7,0.393004,0.390459,0.131660,0.134563,0.194431
7,0.393018,0.390353,0.131951,0.134674,0.194287
7,0.393018,0.390265,0.132167,0.134742,0.194186
7,0.392986,0.390154,0.132324,0.134816,0.194303
7,0.392935,0.390018,0.132465,0.134876,0.194463
7,0.392860,0.389880,0.132599,0.134929,0.194718
7,0.392757,0.389750,0.132662,0.134959,0.195037
7,0.392659,0.389606,0.132708,0.134983,0.195213
7,0.392552,0.389487,0.132757,0.135013,0.195371
7,0.392461,0.389367,0.132800,0.135039,0.195523
7,0.392379,0.389241,0.132878,0.135067,0.195641
7,0.392302,0.389090,0.132934,0.135081,0.195794
7,0.392250,0.388941,0.132954,0.135064,0.196061
7,0.392193,0.388813,0.132970,0.135016,0.196550
7,0.392141,0.388715,0.132983,0.135007,0.196969
7,0.392090,0.388654,0.132982,0.135001,0.197233
7,0.391946,0.388566,0.133019,0.135008,0.197673
7,0.391886,0.388262,0.133113,0.134863,0.197998
7,0.391811,0.388130,0.133208,0.134864,0.198208
7,0.391786,0.387973,0.133281,0.134893,0.198524
7,0.391794,0.387826,0.133236,0.134863,0.198479
7,0.391794,0.387826,0.133236,0.134863,0.198479
7,0.391821,0.387436,0.133136,0.134851,0.198363
7,0.392133,0.386956,0.133100,0.134578,0.198034
7,0.392410,0.386592,0.133010,0.134387,0.197358
7,0.392783,0.386403,0.132805,0.134124,0.195801
7,0.393003,0.386493,0.132726,0.134172,0.195007
7,0.393209,0.386721,0.132365,0.133866,0.192195
7,0.393312,0.386957,0.132042,0.133676,0.190506
7,0.393404,0.386977,0.131543,0.133468,0.188281
