gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
0,0.223815,0.091326,0.094873,0.101558,0.130868
0,0.222523,0.091110,0.094095,0.100286,0.129298
0,0.221345,0.090265,0.093614,0.099009,0.127707
0,0.219964,0.089341,0.093257,0.097945,0.126710
0,0.218294,0.088108,0.092889,0.096978,0.125854
0,0.217359,0.089128,0.093523,0.097887,0.126405
0,0.217212,0.089954,0.093785,0.098446,0.126642
0,0.217419,0.090617,0.094022,0.098909,0.126921
0,0.217448,0.090750,0.093997,0.099066,0.127192
0,0.217671,0.090999,0.094179,0.099335,0.127628
0,0.217909,0.091265,0.094350,0.099600,0.127940
0,0.218203,0.091510,0.094492,0.099846,0.128101
0,0.218556,0.091714,0.094704,0.100264,0.128500
0,0.218928,0.091934,0.094851,0.100587,0.128894
0,0.219251,0.092147,0.094992,0.100918,0.129172
0,0.219564,0.092345,0.095074,0.101224,0.129445
0,0.219902,0.092476,0.095136,0.101456,0.129599
0,0.220161,0.092576,0.095172,0.101618,0.129739
0,0.220353,0.092669,0.095199,0.101732,0.129831
0,0.220575,0.092784,0.095254,0.101876,0.129899
0,0.220862,0.092939,0.095311,0.102035,0.129975
0,0.221113,0.093090,0.095367,0.102182,0.130072
0,0.221378,0.093275,0.095435,0.102328,0.130156
0,0.221644,0.093461,0.095533,0.102517,0.130293
0,0.221953,0.093678,0.095651,0.102700,0.130407
0,0.222357,0.093843,0.095737,0.102832,0.130515
0,0.222658,0.093967,0.095832,0.102938,0.130634
0,0.222962,0.094079,0.095929,0.103066,0.130801
0,0.223176,0.094167,0.095982,0.103161,0.130904
0,0.223308,0.094283,0.096032,0.103262,0.130981
0,0.223453,0.094390,0.096083,0.103327,0.131030
0,0.223557,0.094471,0.096133,0.103376,0.131076
0,0.223626,0.094525,0.096164,0.103422,0.131176
0,0.223680,0.094548,0.096197,0.103454,0.131237
0,0.223762,0.094604,0.096223,0.103498,0.131277
0,0.223852,0.094650,0.096261,0.103550,0.131325
0,0.223981,0.094693,0.096295,0.103600,0.131385
0,0.224067,0.094753,0.096341,0.103679,0.131468
0,0.224199,0.094798,0.096365,0.103745,0.131533
0,0.224322,0.094844,0.096405,0.103806,0.131578
0,0.224452,0.094959,0.096471,0.103875,0.131615
0,0.224663,0.095125,0.096599,0.104008,0.131718
0,0.225040,0.095398,0.096800,0.104274,0.131956
0,0.225102,0.095511,0.096892,0.104359,0.132062
0,0.225102,0.095511,0.096892,0.104359,0.132062
0,0.225202,0.095601,0.096934,0.104416,0.132145
