gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
9,0.276077,0.454784,0.455203,0.241875,0.370799
9,0.275206,0.454729,0.455088,0.242097,0.370788
9,0.274545,0.454688,0.454923,0.242141,0.370844
9,0.274043,0.454656,0.454813,0.242084,0.370837
9,0.273733,0.454603,0.454713,0.242010,0.370796
9,0.273439,0.454546,0.454633,0.241884,0.370762
9,0.273268,0.454525,0.454587,0.241717,0.370650
9,0.273123,0.454509,0.454562,0.241401,0.370449
9,0.273016,0.454518,0.454408,0.240805,0.370416
9,0.272932,0.454542,0.454261,0.240090,0.369997
9,0.272754,0.454553,0.453891,0.239156,0.369741
9,0.272700,0.454513,0.453163,0.237223,0.368508
9,0.272397,0.454483,0.452801,0.236263,0.368382
9,0.272209,0.454494,0.452645,0.235537,0.368345
9,0.271863,0.454502,0.452465,0.233367,0.367778
9,0.271437,0.454605,0.452405,0.232065,0.367750
9,0.270957,0.454903,0.452113,0.228584,0.367577
9,0.270902,0.455390,0.451732,0.224057,0.369089
9,0.270774,0.455735,0.451648,0.222165,0.370105
9,0.270621,0.455909,0.451651,0.220630,0.370569
9,0.270550,0.455924,0.451608,0.219872,0.371085
9,0.270481,0.455971,0.451600,0.219139,0.371473
9,0.270338,0.456016,0.451549,0.218560,0.371603
9,0.270269,0.456087,0.451535,0.217769,0.371805
9,0.270086,0.456198,0.451564,0.217175,0.372053
9,0.269946,0.456208,0.451582,0.216708,0.372141
9,0.269751,0.456208,0.451585,0.216273,0.372191
9,0.269339,0.456196,0.451602,0.215867,0.371997
9,0.268831,0.456111,0.451641,0.215230,0.371132
9,0.268076,0.455954,0.451663,0.215756,0.369053
9,0.267262,0.455777,0.451724,0.217506,0.367355
9,0.266469,0.455483,0.451821,0.219584,0.366128
9,0.265882,0.455157,0.452040,0.221400,0.365586
9,0.265593,0.454850,0.452092,0.222223,0.365156
