gestureClass,dBetweenThumbAndPC,dBetweenIndexAndPC,dBetweenMiddleAndPC,dBetweenRingAndPC,dBetweenPinkyAndPC
5,0.269916,0.462680,0.504498,0.451146,0.257771
5,0.255363,0.459094,0.504159,0.453196,0.243434
5,0.252350,0.458945,0.504366,0.452365,0.239960
5,0.251129,0.459305,0.504719,0.452235,0.239471
5,0.250616,0.459684,0.505205,0.452327,0.239579
5,0.250313,0.460256,0.505750,0.452410,0.239911
5,0.250085,0.460810,0.506377,0.452577,0.240177
5,0.249956,0.461443,0.506914,0.452814,0.240849
5,0.249633,0.461950,0.507264,0.453092,0.241460
5,0.249609,0.462366,0.507688,0.453411,0.242356
5,0.249539,0.462657,0.507946,0.453676,0.243132
5,0.249471,0.462889,0.508298,0.453998,0.243601
5,0.249160,0.463622,0.509021,0.454515,0.244486
5,0.248807,0.464751,0.510057,0.455339,0.245171
5,0.248692,0.465857,0.511179,0.456133,0.245730
5,0.248589,0.466649,0.511999,0.456840,0.246150
5,0.248439,0.467216,0.512578,0.457367,0.246477
5,0.248265,0.467646,0.513143,0.457784,0.246805
5,0.248142,0.467903,0.513552,0.457992,0.247351
5,0.248095,0.468078,0.513752,0.458069,0.247529
5,0.248082,0.468280,0.514001,0.458080,0.247755
5,0.248129,0.468394,0.514195,0.457830,0.247868
5,0.248005,0.468485,0.514387,0.457401,0.248121
5,0.247957,0.468521,0.514511,0.456889,0.248243
5,0.247874,0.468538,0.514521,0.456062,0.248635
5,0.247717,0.468490,0.514482,0.455167,0.249147
5,0.246770,0.468282,0.514261,0.454219,0.249282
5,0.246770,0.468282,0.514261,0.454219,0.249282
5,0.246252,0.468175,0.514106,0.453971,0.249050
5,0.245442,0.468123,0.513960,0.453720,0.248937
5,0.243918,0.467995,0.513677,0.452817,0.250749
5,0.243918,0.467995,0.513677,0.452817,0.250749
5,0.243456,0.467933,0.513534,0.452567,0.250572
5,0.242680,0.467865,0.513340,0.452125,0.250515
5,0.242680,0.467865,0.513340,0.452125,0.250515
5,0.242302,0.467801,0.513218,0.451925,0.250241
5,0.242167,0.467652,0.513045,0.452164,0.249643
5,0.241936,0.467551,0.512922,0.452277,0.249367
5,0.241806,0.467495,0.512845,0.452299,0.249361
5,0.241757,0.467460,0.512684,0.452313,0.249434
5,0.241772,0.467350,0.512507,0.452320,0.249182
5,0.241743,0.467268,0.512386,0.452390,0.248935
5,0.241744,0.467150,0.512309,0.452553,0.249008
5,0.241700,0.467084,0.512172,0.452679,0.249079
5,0.241652,0.467061,0.512111,0.452810,0.248917
5,0.241705,0.467008,0.512050,0.452941,0.248593
5,0.241703,0.466958,0.511970,0.453048,0.248238
5,0.241756,0.466931,0.511931,0.453131,0.247905
5,0.241806,0.466923,0.511911,0.453169,0.247544
5,0.241840,0.466914,0.511871,0.453203,0.247246
5,0.241846,0.466904,0.511827,0.453179,0.247005
5,0.241811,0.466884,0.511766,0.453110,0.246611
5,0.241855,0.466876,0.511744,0.453068,0.246273
5,0.241909,0.466878,0.511716,0.452992,0.245897
5,0.241933,0.466890,0.511693,0.452954,0.245658
5,0.242017,0.466905,0.511665,0.452922,0.245491
5,0.242105,0.466922,0.511629,0.452833,0.245290
5,0.242218,0.466915,0.511568,0.452715,0.245007
5,0.242335,0.466923,0.511532,0.452677,0.244901
5,0.242269,0.466931,0.511418,0.452624,0.244526
5,0.242179,0.466897,0.511264,0.452599,0.243971
5,0.241908,0.466892,0.511162,0.452586,0.243727
5,0.241775,0.466894,0.511053,0.452546,0.243437
5,0.241605,0.466943,0.510941,0.452558,0.243231
5,0.241175,0.467014,0.510886,0.452562,0.243060
5,0.240858,0.467116,0.510850,0.452618,0.242873
5,0.240641,0.467201,0.510852,0.452693,0.242829
5,0.240428,0.467253,0.510880,0.452790,0.242872
5,0.240179,0.467312,0.510943,0.452831,0.242961
5,0.239847,0.467420,0.511083,0.452892,0.243139
5,0.239628,0.467543,0.511265,0.452980,0.243427
5,0.239496,0.467659,0.511458,0.453064,0.243726
5,0.239410,0.467784,0.511683,0.453141,0.244107
5,0.239391,0.467852,0.511879,0.453204,0.244489
5,0.239269,0.467914,0.512029,0.453218,0.244623
5,0.239170,0.468004,0.512242,0.453308,0.244923
5,0.238998,0.468046,0.512358,0.453501,0.245326
5,0.238832,0.468115,0.512562,0.453816,0.246179
5,0.238794,0.468184,0.512741,0.454166,0.246732
5,0.238803,0.468321,0.512939,0.454479,0.247419
5,0.238875,0.468433,0.513130,0.454748,0.247729
5,0.238979,0.468609,0.513383,0.455021,0.248036
5,0.239108,0.468765,0.513610,0.455284,0.248174
5,0.239182,0.468861,0.513758,0.455468,0.248366
5,0.239309,0.468911,0.513860,0.455635,0.248456
5,0.239368,0.468978,0.513989,0.455752,0.248517
5,0.239424,0.469026,0.514113,0.455857,0.248534
5,0.239456,0.469058,0.514199,0.455916,0.248529
5,0.239418,0.469086,0.514277,0.456005,0.248586
5,0.239362,0.469120,0.514351,0.456091,0.248745
5,0.239371,0.469153,0.514440,0.456203,0.248892
